,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,poutcome,deposit,p_recency
312,60.0,management,married,tertiary,no,3301,no,no,unknown,17,jun,2621,unknown,1,None
313,39.0,self-employed,single,tertiary,no,426,no,no,unknown,18,jun,1029,unknown,1,None
314,51.0,services,divorced,secondary,no,9,no,no,unknown,18,jun,371,unknown,1,None
315,27.0,admin.,married,secondary,no,-97,yes,no,unknown,18,jun,1528,unknown,1,None
316,41.0,management,single,tertiary,no,11008,no,no,unknown,18,jun,1540,unknown,1,None
317,42.0,blue-collar,single,primary,no,4930,no,no,unknown,18,jun,973,unknown,1,None
318,41.0,entrepreneur,married,secondary,no,707,no,no,unknown,18,jun,707,unknown,1,None
319,33.0,technician,married,secondary,no,4,yes,yes,unknown,18,jun,625,unknown,1,None
320,46.0,admin.,married,secondary,no,126,no,no,unknown,18,jun,1255,unknown,1,None
321,31.0,blue-collar,married,secondary,no,671,yes,no,unknown,18,jun,704,unknown,1,None
322,41.0,blue-collar,married,primary,no,219,no,yes,unknown,18,jun,1574,unknown,1,None
323,41.0,blue-collar,divorced,secondary,no,3622,no,no,unknown,19,jun,1135,unknown,1,None
324,55.0,retired,divorced,secondary,no,1580,no,yes,unknown,19,jun,1007,unknown,1,None
325,53.0,technician,married,secondary,no,1319,no,no,unknown,19,jun,1318,unknown,1,None
326,55.0,housemaid,married,primary,no,2152,no,no,unknown,19,jun,922,unknown,1,None
327,39.0,services,married,secondary,no,2843,yes,no,unknown,19,jun,585,unknown,1,None
328,40.0,entrepreneur,married,tertiary,yes,0,no,no,unknown,19,jun,952,unknown,1,None
329,59.0,retired,married,primary,no,1115,no,no,unknown,19,jun,834,unknown,1,None
330,42.0,blue-collar,single,secondary,no,625,no,no,unknown,19,jun,651,unknown,1,None
331,41.0,blue-collar,married,primary,no,246,no,no,unknown,19,jun,683,unknown,1,None
332,27.0,blue-collar,married,secondary,no,61,yes,no,unknown,19,jun,1012,unknown,1,None
333,25.0,blue-collar,single,secondary,no,-191,yes,no,unknown,19,jun,958,unknown,1,None
334,43.0,unemployed,married,primary,no,519,no,no,unknown,20,jun,973,unknown,1,None
335,44.0,services,married,secondary,no,522,no,yes,unknown,20,jun,911,unknown,1,None
336,26.0,blue-collar,single,secondary,no,-46,yes,no,unknown,20,jun,382,unknown,1,None
337,52.0,retired,married,tertiary,no,2269,no,no,unknown,20,jun,1210,unknown,1,None
338,54.0,services,married,unknown,no,386,no,yes,unknown,20,jun,838,unknown,1,None
339,56.0,management,married,tertiary,no,0,no,yes,unknown,20,jun,422,unknown,1,None
340,57.0,management,married,tertiary,no,9103,no,yes,unknown,20,jun,1098,unknown,1,None
341,29.0,blue-collar,single,secondary,no,908,yes,no,unknown,20,jun,1663,unknown,1,None
342,47.0,technician,married,tertiary,no,1694,no,yes,unknown,20,jun,560,unknown,1,None
343,57.0,management,married,tertiary,no,-92,yes,yes,unknown,20,jun,1617,unknown,1,None
344,40.0,blue-collar,married,secondary,no,188,yes,yes,unknown,20,jun,570,unknown,1,None
345,46.0,services,divorced,secondary,no,0,no,no,unknown,20,jun,1023,unknown,1,None
346,43.0,blue-collar,single,secondary,no,740,yes,no,unknown,20,jun,585,unknown,1,None
347,45.0,management,married,tertiary,no,655,no,no,unknown,20,jun,693,unknown,1,None
348,24.0,management,married,secondary,no,867,yes,no,unknown,20,jun,546,unknown,1,None
349,40.0,blue-collar,married,secondary,no,1009,yes,yes,unknown,20,jun,1036,unknown,1,None
350,38.0,services,divorced,unknown,no,6360,no,no,unknown,20,jun,1409,unknown,1,None
351,36.0,unemployed,married,tertiary,no,4145,no,no,unknown,20,jun,988,unknown,1,None
352,27.0,blue-collar,single,secondary,yes,-27,no,no,unknown,23,jun,498,unknown,1,None
353,26.0,admin.,single,primary,no,-122,yes,no,unknown,23,jun,670,unknown,1,None
354,43.0,management,married,tertiary,no,149,yes,no,unknown,23,jun,662,unknown,1,None
355,25.0,blue-collar,single,primary,no,52,yes,no,unknown,24,jun,528,unknown,1,None
356,27.0,blue-collar,married,tertiary,no,335,yes,no,unknown,26,jun,519,unknown,1,None
357,30.0,technician,married,tertiary,no,526,yes,yes,unknown,26,jun,677,unknown,1,None
358,28.0,admin.,single,secondary,no,-7,no,yes,unknown,26,jun,3183,unknown,1,None
359,27.0,blue-collar,married,primary,no,-413,no,yes,unknown,27,jun,422,unknown,1,None
360,32.0,admin.,divorced,secondary,no,-241,no,yes,unknown,27,jun,856,unknown,1,None
361,41.0,blue-collar,single,secondary,no,75,yes,no,unknown,1,jul,479,unknown,1,None
362,37.0,technician,single,tertiary,no,0,no,no,unknown,1,jul,1135,unknown,1,None
363,27.0,technician,single,secondary,no,158,no,no,unknown,1,jul,650,unknown,1,None
364,29.0,services,single,secondary,no,84,no,yes,unknown,3,jul,587,unknown,1,None
365,33.0,services,married,secondary,no,114,no,yes,unknown,3,jul,676,unknown,1,None
366,36.0,technician,married,primary,no,0,no,no,unknown,4,jul,584,unknown,1,None
367,28.0,blue-collar,single,secondary,no,-127,yes,no,cellular,4,jul,1044,unknown,1,None
368,55.0,blue-collar,married,secondary,no,49,yes,no,cellular,7,jul,494,unknown,1,None
369,51.0,technician,married,secondary,no,216,no,no,cellular,7,jul,615,unknown,1,None
370,39.0,technician,single,secondary,no,506,yes,no,cellular,7,jul,718,unknown,1,None
371,42.0,blue-collar,divorced,primary,no,213,yes,no,cellular,7,jul,434,unknown,1,None
372,33.0,services,single,secondary,no,170,no,no,cellular,7,jul,782,unknown,1,None
373,36.0,entrepreneur,divorced,tertiary,no,776,no,yes,cellular,7,jul,722,unknown,1,None
374,45.0,technician,married,secondary,no,879,no,no,cellular,7,jul,621,unknown,1,None
375,37.0,self-employed,married,secondary,no,1633,no,no,cellular,7,jul,629,unknown,1,None
376,46.0,unemployed,married,secondary,no,926,no,no,cellular,7,jul,385,unknown,1,None
377,32.0,self-employed,single,tertiary,no,2559,no,no,cellular,7,jul,889,unknown,1,None
378,28.0,technician,single,secondary,no,909,no,yes,cellular,7,jul,532,unknown,1,None
379,45.0,admin.,divorced,secondary,no,-176,no,yes,cellular,7,jul,574,unknown,1,None
380,41.0,blue-collar,single,secondary,yes,1085,yes,yes,cellular,7,jul,599,unknown,1,None
381,59.0,blue-collar,divorced,primary,no,1265,no,yes,cellular,7,jul,849,unknown,1,None
382,47.0,technician,single,secondary,no,-239,yes,yes,cellular,7,jul,973,unknown,1,None
383,31.0,blue-collar,single,secondary,no,726,no,no,cellular,7,jul,719,unknown,1,None
384,31.0,management,single,tertiary,no,296,no,yes,cellular,8,jul,509,unknown,1,None
385,33.0,entrepreneur,married,secondary,no,-627,yes,yes,cellular,8,jul,740,unknown,1,None
386,52.0,entrepreneur,married,tertiary,yes,-468,no,no,cellular,8,jul,534,unknown,1,None
387,26.0,self-employed,single,secondary,no,551,no,no,cellular,8,jul,531,unknown,1,None
388,25.0,technician,single,secondary,no,0,no,yes,cellular,8,jul,634,unknown,1,None
389,25.0,blue-collar,married,secondary,no,101,no,yes,cellular,8,jul,460,unknown,1,None
390,28.0,blue-collar,single,secondary,no,517,no,yes,cellular,8,jul,681,unknown,1,None
391,33.0,entrepreneur,divorced,tertiary,no,37,no,yes,cellular,8,jul,1082,unknown,1,None
392,45.0,management,divorced,tertiary,no,854,no,yes,cellular,8,jul,730,unknown,1,None
393,36.0,services,married,secondary,no,30,no,yes,cellular,8,jul,716,unknown,1,None
394,26.0,blue-collar,single,secondary,yes,81,no,yes,cellular,8,jul,803,unknown,1,None
395,38.0,technician,married,secondary,no,0,no,no,cellular,8,jul,635,unknown,1,None
396,56.0,blue-collar,single,secondary,no,663,no,yes,cellular,8,jul,819,unknown,1,None
397,26.0,admin.,single,secondary,no,102,no,yes,cellular,8,jul,658,unknown,1,None
398,26.0,technician,married,secondary,no,370,no,yes,cellular,8,jul,1061,unknown,1,None
399,25.0,blue-collar,single,secondary,no,189,no,yes,cellular,8,jul,687,unknown,1,None
400,26.0,unemployed,single,secondary,no,111,no,no,cellular,9,jul,537,unknown,1,None
401,40.0,blue-collar,married,primary,no,665,yes,no,cellular,9,jul,781,unknown,1,None
402,37.0,admin.,married,primary,no,214,yes,no,cellular,9,jul,645,unknown,1,None
403,43.0,blue-collar,single,primary,no,0,no,no,cellular,9,jul,1242,unknown,1,None
404,41.0,services,divorced,tertiary,no,1583,yes,no,cellular,9,jul,662,unknown,1,None
405,49.0,blue-collar,married,secondary,no,0,no,yes,cellular,9,jul,625,unknown,1,None
406,29.0,admin.,divorced,tertiary,yes,0,no,yes,cellular,9,jul,426,unknown,1,None
407,39.0,services,divorced,secondary,no,687,yes,no,cellular,9,jul,869,unknown,1,None
408,38.0,management,married,tertiary,yes,327,yes,yes,cellular,9,jul,556,unknown,1,None
409,26.0,technician,married,secondary,no,-119,no,yes,cellular,9,jul,359,unknown,1,None
410,32.0,management,married,tertiary,no,794,yes,yes,cellular,9,jul,1014,unknown,1,None
411,33.0,blue-collar,married,primary,no,-191,yes,yes,cellular,9,jul,1290,unknown,1,None
412,31.0,management,single,tertiary,no,409,no,yes,cellular,9,jul,564,unknown,1,None
413,49.0,blue-collar,married,primary,no,3,no,yes,cellular,9,jul,1439,unknown,1,None
414,27.0,unemployed,single,primary,no,9,no,yes,cellular,9,jul,919,unknown,1,None
415,30.0,blue-collar,single,secondary,no,155,yes,yes,cellular,9,jul,1426,unknown,1,None
416,35.0,blue-collar,married,secondary,no,1330,no,no,cellular,10,jul,901,unknown,1,None
417,26.0,blue-collar,single,secondary,no,-29,yes,no,cellular,10,jul,998,unknown,1,None
418,45.0,entrepreneur,married,unknown,no,3133,yes,yes,cellular,10,jul,804,unknown,1,None
419,34.0,admin.,married,secondary,no,-33,yes,yes,cellular,10,jul,961,unknown,1,None
420,28.0,admin.,single,secondary,no,-170,no,yes,cellular,10,jul,720,unknown,1,None
421,25.0,blue-collar,single,secondary,no,1243,no,yes,cellular,10,jul,1341,unknown,1,None
422,30.0,blue-collar,single,secondary,no,1598,yes,no,cellular,10,jul,634,unknown,1,None
423,30.0,services,married,secondary,no,5,no,yes,cellular,10,jul,829,unknown,1,None
424,47.0,services,married,secondary,no,367,yes,no,cellular,10,jul,476,unknown,1,None
425,57.0,admin.,divorced,secondary,no,658,no,no,cellular,10,jul,724,unknown,1,None
426,38.0,management,married,tertiary,no,1722,yes,no,cellular,10,jul,500,unknown,1,None
427,54.0,technician,married,secondary,no,-315,no,yes,cellular,10,jul,2029,unknown,1,None
428,25.0,blue-collar,single,primary,no,2483,no,no,cellular,10,jul,1499,unknown,1,None
429,30.0,blue-collar,married,secondary,no,0,yes,yes,cellular,10,jul,1399,unknown,1,None
430,26.0,management,single,tertiary,no,45,no,no,cellular,10,jul,1187,unknown,1,None
431,31.0,student,married,primary,no,46,yes,no,cellular,10,jul,487,unknown,1,None
432,29.0,blue-collar,single,secondary,no,482,no,yes,cellular,10,jul,1097,unknown,1,None
433,49.0,blue-collar,married,secondary,no,3728,yes,no,cellular,11,jul,1060,unknown,1,None
434,60.0,retired,divorced,secondary,no,1099,no,no,cellular,11,jul,764,unknown,1,None
435,60.0,management,married,tertiary,no,2222,yes,no,cellular,11,jul,1120,unknown,1,None
436,29.0,management,single,tertiary,no,983,yes,no,cellular,11,jul,963,unknown,1,None
437,55.0,management,divorced,secondary,no,204,yes,no,cellular,11,jul,1973,unknown,1,None
438,44.0,admin.,married,secondary,no,1074,yes,no,cellular,11,jul,911,unknown,1,None
439,47.0,technician,married,secondary,no,3466,yes,no,cellular,11,jul,853,unknown,1,None
440,35.0,admin.,married,secondary,no,-203,yes,no,cellular,11,jul,1649,unknown,1,None
441,35.0,entrepreneur,married,secondary,no,2436,no,yes,cellular,14,jul,1397,unknown,1,None
442,38.0,technician,married,secondary,no,976,yes,no,cellular,14,jul,766,unknown,1,None
443,34.0,entrepreneur,married,tertiary,no,146,yes,no,cellular,14,jul,788,unknown,1,None
444,50.0,technician,married,secondary,no,156,no,yes,cellular,14,jul,1130,unknown,1,None
445,43.0,admin.,married,tertiary,no,189,yes,no,cellular,14,jul,1062,unknown,1,None
446,44.0,admin.,divorced,secondary,no,163,yes,no,cellular,14,jul,1669,unknown,1,None
447,51.0,services,divorced,secondary,no,242,no,yes,cellular,14,jul,1336,unknown,1,None
448,31.0,technician,married,secondary,no,1173,yes,no,cellular,14,jul,444,unknown,1,None
449,39.0,technician,married,tertiary,no,0,yes,no,cellular,14,jul,894,unknown,1,None
450,59.0,management,married,tertiary,no,296,no,yes,cellular,15,jul,805,unknown,1,None
451,25.0,services,single,secondary,no,333,no,yes,cellular,15,jul,1056,unknown,1,None
452,58.0,management,married,tertiary,no,3864,yes,no,cellular,15,jul,815,unknown,1,None
453,30.0,entrepreneur,married,primary,no,2686,yes,no,cellular,15,jul,808,unknown,1,None
454,34.0,blue-collar,single,primary,no,-109,yes,no,cellular,15,jul,860,unknown,1,None
455,51.0,services,divorced,secondary,no,65,no,yes,cellular,15,jul,881,unknown,1,None
456,60.0,retired,married,secondary,no,597,no,no,cellular,15,jul,981,unknown,1,None
457,51.0,entrepreneur,married,secondary,no,-799,no,yes,cellular,15,jul,1001,unknown,1,None
458,37.0,management,divorced,tertiary,no,1775,no,no,cellular,15,jul,514,unknown,1,None
459,30.0,blue-collar,single,primary,no,0,no,no,cellular,15,jul,716,unknown,1,None
460,46.0,entrepreneur,divorced,secondary,no,-563,no,yes,cellular,15,jul,769,unknown,1,None
461,29.0,student,single,tertiary,no,5,no,no,cellular,15,jul,889,unknown,1,None
462,27.0,entrepreneur,married,tertiary,no,139,no,no,cellular,15,jul,448,unknown,1,None
463,28.0,management,single,tertiary,no,0,yes,no,cellular,16,jul,767,unknown,1,None
464,34.0,blue-collar,single,secondary,no,855,yes,no,cellular,16,jul,578,unknown,1,None
465,29.0,blue-collar,single,unknown,no,694,yes,yes,cellular,16,jul,1806,unknown,1,None
466,27.0,management,single,tertiary,no,151,yes,no,cellular,16,jul,496,unknown,1,None
467,26.0,technician,single,secondary,no,354,no,no,cellular,16,jul,586,unknown,1,None
468,36.0,management,married,tertiary,no,673,yes,no,cellular,16,jul,689,unknown,1,None
469,44.0,blue-collar,married,primary,no,1265,yes,no,cellular,16,jul,555,unknown,1,None
470,39.0,blue-collar,married,tertiary,no,597,no,no,cellular,16,jul,686,unknown,1,None
471,30.0,technician,married,secondary,no,-393,yes,yes,cellular,16,jul,435,unknown,1,None
472,31.0,unemployed,divorced,tertiary,no,256,yes,no,cellular,16,jul,873,unknown,1,None
473,56.0,blue-collar,married,primary,no,0,yes,no,cellular,16,jul,1222,unknown,1,None
474,29.0,blue-collar,married,secondary,no,2870,yes,no,cellular,16,jul,988,unknown,1,None
475,43.0,blue-collar,married,secondary,no,184,no,yes,cellular,16,jul,1019,unknown,1,None
476,32.0,blue-collar,married,secondary,no,1905,yes,no,cellular,16,jul,709,unknown,1,None
477,30.0,admin.,single,secondary,no,-36,no,no,cellular,16,jul,561,unknown,1,None
478,40.0,blue-collar,married,secondary,no,-839,yes,yes,cellular,16,jul,1018,unknown,1,None
479,42.0,services,married,secondary,no,3465,yes,yes,cellular,16,jul,1039,unknown,1,None
480,27.0,student,married,secondary,no,119,yes,no,cellular,16,jul,781,unknown,1,None
481,35.0,management,married,tertiary,no,36,no,yes,cellular,16,jul,1656,unknown,1,None
482,35.0,housemaid,married,primary,no,113,yes,no,cellular,17,jul,923,unknown,1,None
483,,blue-collar,single,secondary,no,118,yes,no,cellular,17,jul,1275,unknown,1,None
484,39.0,technician,married,secondary,no,251,yes,no,cellular,17,jul,342,unknown,1,None
485,31.0,blue-collar,divorced,secondary,no,-277,yes,no,telephone,17,jul,1008,unknown,1,None
486,26.0,services,single,secondary,no,-189,no,yes,cellular,17,jul,538,unknown,1,None
487,42.0,management,married,tertiary,no,4,yes,no,cellular,17,jul,795,unknown,1,None
488,27.0,services,single,secondary,no,1820,yes,no,cellular,17,jul,1027,unknown,1,None
489,33.0,self-employed,divorced,secondary,no,1904,yes,no,cellular,17,jul,1584,unknown,1,None
490,51.0,blue-collar,married,primary,no,201,yes,no,cellular,17,jul,582,unknown,1,None
491,33.0,admin.,married,secondary,no,0,yes,no,telephone,17,jul,1448,unknown,1,None
492,30.0,technician,single,tertiary,no,178,no,no,cellular,17,jul,656,unknown,1,None
493,52.0,housemaid,married,primary,no,3798,yes,no,cellular,17,jul,1208,unknown,1,None
494,42.0,blue-collar,divorced,primary,no,301,yes,no,cellular,17,jul,1175,unknown,1,None
495,31.0,management,divorced,tertiary,no,294,yes,no,cellular,17,jul,536,unknown,1,None
496,27.0,services,married,secondary,no,0,yes,no,cellular,17,jul,991,unknown,1,None
497,44.0,blue-collar,single,secondary,no,292,no,yes,cellular,17,jul,1153,unknown,1,None
498,40.0,entrepreneur,divorced,secondary,no,2998,yes,no,cellular,18,jul,623,unknown,1,None
499,46.0,housemaid,divorced,primary,no,2084,yes,no,cellular,18,jul,1081,unknown,1,None
500,32.0,services,divorced,secondary,no,454,yes,no,cellular,18,jul,978,unknown,1,None
501,56.0,technician,divorced,secondary,no,179,no,no,cellular,18,jul,536,unknown,1,None
502,33.0,blue-collar,married,secondary,no,661,yes,no,cellular,18,jul,968,unknown,1,None
503,33.0,blue-collar,married,secondary,no,89,yes,no,cellular,18,jul,278,unknown,1,None
504,32.0,self-employed,married,primary,no,102,yes,no,cellular,18,jul,560,unknown,1,None
505,41.0,blue-collar,divorced,primary,no,138,yes,no,cellular,18,jul,640,unknown,1,None
506,31.0,admin.,single,secondary,no,622,no,no,cellular,18,jul,420,unknown,1,None
507,30.0,admin.,divorced,secondary,no,10,yes,no,cellular,18,jul,658,unknown,1,None
508,34.0,admin.,divorced,secondary,no,-251,no,no,cellular,18,jul,641,unknown,1,None
509,43.0,entrepreneur,married,secondary,no,104,yes,no,cellular,18,jul,635,unknown,1,None
510,28.0,blue-collar,married,secondary,no,173,no,no,cellular,18,jul,588,unknown,1,None
511,32.0,admin.,divorced,secondary,no,-46,no,yes,cellular,18,jul,1373,unknown,1,None
512,31.0,blue-collar,divorced,secondary,no,0,yes,yes,cellular,18,jul,913,unknown,1,None
513,35.0,entrepreneur,single,tertiary,no,145,yes,no,cellular,18,jul,799,unknown,1,None
514,31.0,management,married,tertiary,no,325,yes,no,cellular,18,jul,1139,unknown,1,None
515,25.0,services,single,secondary,no,2311,no,yes,cellular,21,jul,1105,unknown,1,None
516,56.0,retired,divorced,tertiary,no,158,no,yes,cellular,21,jul,854,unknown,1,None
517,47.0,technician,married,secondary,no,1981,yes,no,cellular,21,jul,919,unknown,1,None
518,39.0,management,married,tertiary,no,1423,yes,no,telephone,21,jul,733,unknown,1,None
519,51.0,management,married,tertiary,no,2455,yes,no,cellular,21,jul,553,unknown,1,None
520,54.0,technician,divorced,secondary,no,859,no,yes,cellular,21,jul,710,unknown,1,None
521,58.0,retired,married,unknown,no,9004,no,no,cellular,21,jul,891,unknown,1,None
522,42.0,unemployed,married,unknown,no,970,yes,no,telephone,21,jul,691,unknown,1,None
523,56.0,services,married,primary,no,486,no,yes,telephone,21,jul,1877,unknown,1,None
524,55.0,housemaid,married,secondary,no,127,yes,no,telephone,21,jul,1130,unknown,1,None
525,26.0,blue-collar,single,primary,no,409,yes,no,cellular,21,jul,577,unknown,1,None
526,40.0,admin.,single,secondary,no,664,no,no,cellular,21,jul,1342,unknown,1,None
527,26.0,technician,single,secondary,no,223,no,yes,cellular,21,jul,1002,unknown,1,None
